geo
"[40.754539, -73.987019]"
"[40.754539, -73.987019]"
"[25.8005322, -80.1906149]"
"[40.68986, -73.95146]"
"[40.68986, -73.95146]"
"[40.701445, -74.012474]"
"[40.701445, -74.012474]"
"[39.36297, -74.427566]"
"[40.754539, -73.987019]"
"[40.754539, -73.987019]"
"[40.754539, -73.987019]"
"[40.754539, -73.987019]"
"[40.754539, -73.987019]"
"[40.7047, -73.6172]"
"[40.754539, -73.987019]"
"[42.8172, -73.8976]"
"[32.7574, -97.3332]"
"[34.030939, -118.2390412]"
"[28.54793012, -81.39802745]"
"[32.75047, -117.0015]"
"[37.80277778, -121.22083333]"
"[33.78, -117.94]"
"[30.0886, -81.4094]"
"[40.7142, -74.0064]"
"[28.54793012, -81.39802745]"
"[39.985, -77.04666667]"
"[32.7554883, -97.3307658]"
"[41.6484, -72.7727]"
"[45.5313351, -121.735362]"
"[44.4662, -89.5437]"
"[38.8991, -77.029]"
"[40.7042, -73.9178]"
"[41.88261083, -87.62350382]"
"[43.69624, -79.44705]"
"[39.68252061, -75.73507311]"
"[32.77564, -96.80361]"
"[39.9586, -75.605]"
"[41.7658, -71.3934]"
"[40.79745, -73.93843]"
"[32.88124, -79.97472]"
"[28.54793012, -81.39802745]"
"[40.7142, -74.0064]"
"[41.6726, -86.2552]"
"[42.96390993, -82.3526801]"
"[40.07660628, -75.03359916]"
"[28.26157257, -81.62745317]"
"[29.08640696, -110.97435449]"
"[25.68076807, -100.28798048]"
"[34.0522, -118.243]"
"[26.94786738, -80.08374939]"
"[33.75452, -84.37239]"
"[30.30846, -81.71423]"
"[41.5, -100.0]"
"[30.4016, -89.0762]"
"[38.95211, -77.02097]"
"[30.1647994, -81.54590023]"
"[39.4710465, -106.0842925]"
"[39.9833, -82.9833]"
"[35.8188, -78.6446]"
"[39.33602005, -84.31512211]"
"[37.77485244, -122.40968494]"
"[38.9324, -92.333]"
"[34.0653347, -118.243891]"
"[42.3530752, -71.0582924]"
"[42.2319962, -88.3129416]"
"[33.5881628, -101.8921657]"
"[33.9014725, -84.1365997]"
"[38.8808, -94.8032]"
"[40.96465, -74.22799]"
"[43.325899, -79.820315]"
"[33.82200139, -83.90249795]"
"[25.4848, -100.971]"
"[40.78279, -73.94794]"
"[25.66888394, -100.32065739]"
"[41.2620948, -73.1354205]"
"[33.49179167, -111.98801944]"
"[41.1456, -81.4967]"
"[41.4214, -81.6027]"
"[41.5885261, -81.5530852]"
"[39.99592554, -82.99650511]"
"[34.11905656, -118.2998656]"
"[37.4192, -122.0574]"
"[40.90697, -74.12703]"
"[29.9728, -90.059]"
"[41.5885261, -81.5530852]"
"[39.90189796, -75.16771605]"
"[34.0221, -118.481]"
"[37.4192, -122.0574]"
"[45.5, -73.5833]"
"[32.75968, -117.1883]"
"[38.9401, -94.6807]"
"[40.90697, -74.12703]"
"[36.0395247, -114.9817213]"
"[34.0522, -118.243]"
"[28.1894, -82.5406]"
"[27.7939, -82.3634]"
"[37.4192, -122.0574]"
"[39.90189796, -75.16771605]"
"[37.414045, -121.895602]"
"[40.6548713, -74.0064354]"
"[41.6484, -72.7727]"
"[40.02957686, -75.89093486]"
"[37.8393332, -84.2700179]"
"[41.8369, -87.6844]"
"[37.4192, -122.0574]"
"[41.80663666, -72.25431754]"
"[29.9689, -95.6969]"
"[37.4207, -122.26]"
"[40.35744478, -80.11269371]"
"[41.002158, -73.651381]"
"[41.002158, -73.651381]"
"[32.8959, -105.952]"
"[42.34095716, -83.05421591]"
"[34.0522, -118.243]"
"[41.8369, -87.6844]"
"[42.6399, -73.86047]"
"[40.23, -111.67]"
"[44.5544276, -94.2208132]"
"[34.083836, -118.177696]"
"[34.1026192, -118.3395081]"
"[40.74453395, -73.85112411]"
"[40.7524183, -73.977933]"
"[34.00159425, -118.46989498]"
"[33.5315, -117.769]"
"[28.41174047, -81.58797562]"
"[32.55259, -96.48852]"
"[40.7356718, -74.2484144]"
"[32.7983, -116.96]"
"[41.8369, -87.6844]"
"[45.6106, -122.702]"
"[47.4414, -122.293]"
"[37.4192, -122.0574]"
"[36.5297, -87.3592]"
"[28.39490493, -80.61151961]"
"[30.498112, -97.777273]"
"[40.93714566, -72.30212738]"
"[41.89025, -87.63179]"
"[45.52314456, -122.66309338]"
"[33.4862304, -112.0689747]"
"[42.3314, -83.0458]"
"[41.94738, -87.71906]"
"[39.10579591, -94.58153486]"
"[41.7443269, -72.666357]"
"[40.0, -74.5]"
"[35.2664659, -119.02398473]"
"[38.89813, -77.02092]"
"[45.42686369, -75.69379411]"
"[40.72162, -73.98746]"
"[40.7142, -74.0064]"
"[40.0, -74.5]"
"[41.6484, -72.7727]"
"[40.7142, -74.0064]"
"[40.7453, -73.9058]"
"[34.4491, -119.247]"
"[25.7412344, -80.2945017]"
"[41.43548, -74.03321]"
"[40.5792694, -74.5840683]"
"[40.7587554, -73.97856607]"
"[37.751, -97.822]"
"[34.0977, -117.458]"
"[29.7629, -95.3832]"
"[37.5, -85.0]"
"[31.04850696, -81.41096141]"
"[33.6814, -117.345]"
"[36.15135, -86.79771]"
"[32.79069, -117.08115]"
"[40.79607, -85.82115]"
"[40.87808, -111.84595]"
"[47.5, -120.5]"
"[40.65, -73.95]"
"[34.91529004, -82.40748074]"
"[40.7142, -74.0064]"
"[37.4293, -122.138]"
"[43.0191, -88.1061]"
"[45.5401, -122.669]"
"[29.7629, -95.3832]"
"[34.0522, -118.243]"
"[39.9833, -82.9833]"
"[45.517362, -122.66002]"
"[40.73486998, -73.98845218]"
"[43.6727476, -79.555083]"
"[39.94718409, -86.24259535]"
"[43.1772, -86.2732]"
"[34.04176317, -118.25662971]"
"[32.7409, -117.24434]"
"[47.5454, -122.387]"
"[39.0763, -94.5554]"
"[41.8811951, -87.6744087]"
"[33.8813831, -117.5378439]"
"[41.3206523, -73.0889973]"
"[43.05193755, -87.91528363]"
"[38.0297, -84.4947]"
"[32.7408, -117.13]"
"[27.43633663, -82.381928]"
"[32.71472, -117.014]"
"[34.0401304, -118.2342685]"
"[29.53529506, -98.64812064]"
"[41.88062711, -87.67397773]"
"[34.4355, -89.9168]"
"[40.75773, -73.985708]"
"[32.7766642, -96.7969879]"
"[40.98888889, -81.57861111]"
"[40.2731911, -76.8867008]"
"[32.45201778, -116.97485507]"
"[37.74706, -122.42726]"
"[32.75495, -117.12082]"
"[42.186, -71.2017]"
"[37.945, -122.31361111]"
"[40.75873044, -73.97910186]"
"[33.87521, -118.36745]"
"[36.8345, -76.0872]"
"[30.19815084, -97.9896604]"
"[29.8591024, -98.12009282]"
"[41.4316085, -74.16788222]"
"[46.8626, -114.012]"
"[34.1938051, -118.4143039]"
"[40.92212982, -74.17511172]"
"[44.98068, -93.34249]"
"[25.71617, -80.34794]"
"[40.7207559, -74.0007613]"
"[41.134752, -81.644282]"
"[43.44111111, -79.66611111]"
"[34.04308469, -118.26719093]"
"[34.0522, -118.243]"
"[30.2672, -97.7639]"
"[33.0369867, -117.2919818]"
"[38.54971465, -90.41546193]"
"[38.80425384, -121.27462701]"
"[41.551348, -73.035869]"
"[42.3314, -83.0458]"
"[41.542589, -72.989698]"
"[41.002158, -73.651381]"
"[25.78603501, -80.18635057]"
"[41.703289, -83.657064]"
"[35.97036, -83.92056]"
"[37.75, -122.49]"
"[40.4313474, -80.0505398]"
"[40.72766789, -73.98521382]"
"[33.58694444, -117.90083333]"
"[34.0961111, -118.1058333]"
"[41.7508391, -88.1535352]"
"[39.1041725, -94.5998517]"
"[34.9671629, -81.940232]"
"[33.42821807, -112.31792361]"
"[44.16489, -94.02945]"
"[34.42664, -117.64524]"
"[31.22, -81.49]"
"[31.22, -81.49]"
"[37.68, -113.06]"
"[40.616733, -74.015093]"
"[32.6921, -114.615]"
"[25.69921, -80.31725]"
"[41.18917, -79.93536]"
"[30.15543, -85.65989]"
"[40.4414, -79.9773]"
"[40.4511414, -80.1311188]"
"[34.06893124, -118.40253855]"
"[42.2289, -83.5922]"
"[43.05503, -88.0477499]"
"[41.27883, -72.95504]"
"[37.57899153, -122.35737723]"
"[45.57212, -122.65068]"
"[29.9253, -95.515]"
"[38.4014044, -79.9947242]"
"[38.8245, -90.0925]"
"[39.14955256, -84.51956456]"
"[40.0, -74.5]"
"[33.98169284, -84.50285363]"
"[34.14361111, -118.00194444]"
"[41.8781136, -87.6297982]"
"[40.756215, -73.987705]"
"[40.87808, -111.84595]"
"[41.38888889, -70.51388889]"
"[40.7048097, -73.99575035]"
"[41.98024, -87.69244]"
"[39.2903, -76.6125]"
"[39.7392, -104.984]"
"[34.10187, -118.33383]"
"[38.3271, -81.59093]"
"[33.03916667, -83.07083333]"
"[44.0, -71.5]"
"[33.8059, -85.762]"
"[43.92055556, -78.68888889]"
"[34.98608494, -81.84312895]"
"[31.62277778, -89.23388889]"
"[47.5175129, -122.4352228]"
"[32.5135187, -116.9185294]"
"[36.175, -115.136]"
"[29.875016, -92.218675]"
"[33.9608, -83.3781]"
"[43.7166, -79.3407]"
"[33.209621, -87.54630699]"
"[32.758151, -97.096576]"
"[39.24222222, -121.05444444]"
"[40.74756583, -73.97850037]"
"[34.53555556, -92.765]"
"[43.89666667, -78.87388889]"
"[42.54, -88.35805556]"
"[41.97845, -87.80219]"
"[37.47361111, -84.51194444]"
"[33.69990352, -117.91782515]"
"[45.5, -73.5833]"
"[40.02957686, -75.89093486]"
"[34.47222435, -117.34599177]"
"[25.813, -80.1341]"
"[35.75202201, -78.57006786]"
"[42.87, -85.6]"
"[39.77134, -86.15793]"
"[28.10236275, -81.6275625]"
"[43.0119, -78.9592]"
"[39.76796, -86.15807]"
"[39.77115, -86.15069]"
"[32.75968, -117.1883]"
"[26.49904, -78.66489]"
"[33.2752, -86.3532]"
"[37.784827, -122.727802]"
"[43.55194444, -79.58444444]"
"[42.1458, -71.519]"
"[40.74555556, -73.95861111]"
"[29.7629, -95.3832]"
"[45.5220648, -122.6757228]"
"[41.6569, -91.53125]"
"[36.08142882, -115.1473115]"
"[41.50865, -81.58032]"
"[34.25144, -77.84115]"
"[36.8345, -76.0872]"
"[25.79927, -80.1998]"
"[41.0606, -75.5914]"
"[25.65320858, -100.27570607]"
"[43.3663, -72.1714]"
"[25.81428279, -80.19468069]"
"[40.70807, -74.156012]"
"[40.755652, -73.884451]"
"[40.755652, -73.884451]"
"[40.755652, -73.884451]"
"[40.70807, -74.156012]"
"[33.7692, -116.302]"
"[40.755652, -73.884451]"
"[41.4997, -73.9825]"
"[29.74005759, -95.46357311]"
"[34.0221, -118.481]"
"[39.3506, -76.7298]"
"[39.71, -105.08]"
"[29.7606312, -95.3672427]"
"[40.7142, -74.0064]"
"[40.7078, -74.0119]"
"[43.65385018, -79.38035131]"
"[47.61280309, -122.33531713]"
"[42.22384454, -87.84580193]"
"[37.0431, -76.2933]"
"[34.28397775, -118.71886325]"
"[34.0522265, -118.2436596]"
"[24.0781, -110.0]"
"[39.2903, -76.6125]"
"[36.06170998, -86.71790518]"
"[25.813, -80.1341]"
"[41.75497, -71.2188199]"
"[37.79323, -122.41448]"
"[38.99743, -77.02759]"
"[45.5230622, -122.6764816]"
"[40.7142, -74.0064]"
"[37.58567364, -122.3731016]"
"[40.7207559, -74.0007613]"
"[37.64808, -77.28983]"
"[28.3858689, -81.53689232]"
"[41.6648, -88.17464]"
"[38.0297, -84.4947]"
"[39.1031182, -84.5120196]"
"[38.04, -121.249]"
"[40.723056, -74.000833]"
"[32.66572, -97.26181]"
"[36.852249, -76.058474]"
"[41.9297718, -87.7088448]"
"[43.77254, -79.3439]"
"[28.23942073, -82.17974589]"
"[35.0277847, -89.9346659]"
"[42.45415167, -75.06098303]"
"[37.78018905, -122.4163693]"
"[47.60166667, -122.31416667]"
"[35.213101, -80.8349045]"
"[33.43700158, -111.94393305]"
"[37.82708, -122.252]"
"[35.22694444, -80.84333333]"
"[38.8896198, -77.0229772]"
"[43.05503, -88.0477499]"
"[35.8063344, -90.7021852]"
"[41.60062586, -93.66895485]"
"[36.04, -78.87]"
"[34.04534017, -118.25115641]"
"[41.28002307, -73.04859262]"
"[35.8188, -78.6446]"
"[32.80862, -80.02356]"
"[38.99158, -77.09631]"
"[45.563923, -122.60563]"
"[33.37500833, -111.87795714]"
"[45.548125, -122.604903]"
"[33.97783066, -118.39190487]"
"[40.64390196, -73.78263516]"
"[38.6974, -90.2336]"
"[33.63934, -111.88357]"
"[30.27182773, -97.75407002]"
"[25.540505, -103.460398]"
"[42.40532, -71.06652]"
"[40.87808, -111.84595]"
"[28.372887, -81.51434261]"
"[36.1426268, -86.75359198]"
"[40.9421, -74.2505]"
"[40.75539, -73.96839]"
"[32.8348, -83.6517]"
"[36.1305424, -86.692487]"
"[38.5556, -121.469]"
"[34.1071396, -117.8491364]"
"[38.93, -83.87]"
"[25.819681, -80.317403]"
"[39.0392, -95.6895]"
"[37.3526, -122.021]"
"[33.64126, -112.00677]"
"[40.69492704, -74.17710202]"
"[42.31649, -71.23643]"
"[30.2553994, -81.3908464]"
"[40.0, -74.5]"
"[40.79, -74.25]"
"[47.60924005, -122.34096623]"
"[41.8671, -87.6216]"
"[36.05699153, -86.7236711]"
"[37.76, -122.42]"
"[47.63287, -122.32253]"
"[39.5264499, -119.81678]"
"[43.84265072, -87.88477451]"
"[40.72128, -74.00239]"
"[29.644419, -95.506241]"
"[40.0511282, -75.0650731]"
"[25.7572, -80.2968]"
"[40.7660016, -73.9765709]"
"[44.0, -72.7]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[33.9852599, -118.26447]"
"[40.762966, -73.97408]"
"[40.7458, -73.9679]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[35.05657006, -80.84817483]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[44.477, -73.2123]"
"[33.7489, -84.3881]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[40.762966, -73.97408]"
"[37.79829, -122.40504]"
"[40.7719, -73.9306]"
"[41.40966654, -81.8396272]"
"[40.568, -105.03147]"
"[45.11, -93.35]"
"[25.813, -80.1341]"
"[47.6858, -122.192]"
"[40.84166667, -73.9375]"
"[26.95660884, -80.1265142]"
"[28.44383, -81.47229]"
"[41.8369, -87.6844]"
"[42.3488878, -71.1514586]"
"[34.0181, -118.341]"
"[30.22085029, -95.56458771]"
"[36.43206384, -119.86365887]"
"[28.02461, -82.5294]"
"[42.4905, -83.14252]"
"[40.43958135, -79.98948398]"
"[35.0077519, -97.092877]"
"[45.0105194, -93.4555093]"
"[41.3878705, -75.677688]"
"[39.9756059, -75.1786389]"
"[40.6916132, -112.0010501]"
"[29.649173, -95.1508035]"
"[33.74342, -118.10372]"
"[39.5271, -119.822]"
"[42.945953, -78.894981]"
"[40.65628141, -73.93874469]"
"[39.72272, -104.9871299]"
"[45.5, -73.5833]"
"[40.65, -73.95]"
"[37.9329695, -121.29532767]"
"[47.6064, -122.331]"
"[40.0, -75.10208063]"
"[40.4313474, -80.0505398]"
"[36.61896417, -121.93713149]"
"[41.50028852, -81.69496613]"
"[35.6146315, -97.4495075]"
"[27.80746977, -82.65861779]"
"[43.652101, -79.3807098]"
"[32.79107, -79.94039]"
"[30.1216678, -95.4323044]"
"[38.79944336, -77.06350744]"
"[31.17209985, -81.40575496]"
"[36.20082511, -115.19135047]"
"[35.3873576, -119.0168962]"
"[35.426667, -116.89]"
"[43.18666566, -124.19737727]"
"[40.6860275, -73.9546127]"
"[34.49300129, -117.51871155]"
"[36.8345, -76.0872]"
"[39.03242847, -94.59082807]"
"[41.28172779, -80.83041631]"
"[40.5575986, -74.2846022]"
"[39.92, -75.4]"
"[39.84238, -82.80493]"
"[42.3764852, -71.2356113]"
"[28.5335, -81.3758]"
"[33.82637611, -118.38644579]"
"[26.25312, -81.80074]"
"[36.98333333, -110.1]"
"[38.7383673, -77.4858741]"
"[30.23783734, -97.71926964]"
"[34.5145, -82.6489]"
"[33.5033, -117.124]"
"[39.89035, -74.74655]"
"[31.867426, -106.429611]"
"[45.5, -73.5833]"
"[44.477, -73.2123]"
"[25.66521663, -100.33037977]"
"[36.29439416, -94.14625825]"
"[25.8131537, -80.12243]"
"[40.879505, -73.878982]"
"[34.11722, -118.26223]"
"[40.879505, -73.878982]"
"[36.11270528, -115.17517058]"
"[40.57564, -73.981204]"
"[40.57564, -73.981204]"
"[40.879505, -73.878982]"
"[40.879505, -73.878982]"
"[40.879505, -73.878982]"
"[40.879505, -73.878982]"
"[40.879505, -73.878982]"
"[40.0, -74.5]"
"[41.69725, -71.5549]"
"[40.879505, -73.878982]"
"[40.879505, -73.878982]"
"[40.879505, -73.878982]"
"[40.879505, -73.878982]"
"[37.7749295, -122.4194155]"
"[40.7458, -73.9679]"
"[33.35176, -82.42502]"
"[47.61613293, -122.33962984]"
"[38.5682411, -121.4341965]"
"[37.6369, -118.979]"
"[30.18151944, -98.75721111]"
"[30.25888369, -90.98666938]"
"[39.4, -76.61]"
"[29.98789, -95.34948]"
"[41.8781136, -87.6297982]"
"[25.05, -105.48333333]"
"[39.0367994, -76.680562]"
"[44.8546856, -93.470786]"
"[40.688432, -75.2207323]"
"[40.7142, -74.0064]"
"[27.9709, -82.4646]"
"[33.51064242, -112.07207204]"
"[40.4381, -79.923]"
"[43.6, -79.65]"
"[45.26559, -123.07113]"
"[36.1809, -86.786]"
"[34.0522, -118.243]"
"[40.76529895, -73.97161245]"
"[41.6916, -72.7596]"
"[33.1433723, -117.1661449]"
"[37.9237743, -121.29419351]"
"[37.9577016, -121.2907796]"
"[34.5539, -93.6306]"
"[45.50632, -73.55523]"
"[40.7142, -74.0064]"
"[35.0667, -78.9176]"
"[38.93, -83.87]"
"[42.3307, -71.1336]"
"[32.0289398, -81.1101603]"
"[40.44579619, -80.01405151]"
"[39.0273625, -77.39643783]"
"[38.7383673, -77.4858741]"
"[42.31444444, -122.96722222]"
"[37.720931, -122.44241]"
"[43.0632, -83.8554]"
"[24.81, -107.39]"
"[34.09799334, -118.33866453]"
"[35.189214, -79.468035]"
"[33.6649, -117.88075]"
"[32.79512, -96.8161499]"
"[40.1598, -89.3399]"
"[34.06826, -118.39905]"
"[33.0685341, -96.8844188]"
"[39.41648, -77.39888]"
"[30.16745, -95.50302]"
"[41.5328, -81.5127]"
"[28.44348472, -81.46894646]"
"[34.0221, -118.481]"
"[40.7222, -111.89]"
"[40.7142, -74.0064]"
"[33.2626, -111.8068]"
"[25.73778626, -100.31462431]"
"[32.83771, -117.1521]"
"[39.91237, -86.15794]"
"[38.8634, -104.792]"
"[33.22238343, -97.11058741]"
"[41.94856, -87.6580199]"
"[40.633355, -74.237632]"
"[43.65171591, -79.38675829]"
"[33.58694444, -117.90083333]"
"[37.4323341, -121.8995741]"
"[33.19126591, -117.25652284]"
"[34.0522342, -118.2436849]"
"[40.6624, -74.1102]"
"[33.58451915, -112.18910682]"
"[34.10243123, -118.34011508]"
"[43.55, -80.25]"
"[36.8345, -76.0872]"
"[25.60831129, -100.26913184]"
"[45.518856, -122.509142]"
"[35.625556, -78.328611]"
"[39.2954099, -76.61514]"
"[35.9291, -86.8574]"
"[35.426667, -116.89]"
"[34.12122072, -84.52306112]"
"[34.13763, -118.36421]"
"[40.82792, -73.89441]"
"[43.00069872, -78.78569031]"
"[33.09972222, -96.66305556]"
"[29.644447, -95.506255]"
"[40.6639916, -74.2107006]"
"[25.51146528, -80.40674009]"
"[32.715738, -117.1610838]"
"[41.9994722, -88.1450735]"
"[36.0781046, -115.24203148]"
"[40.1053, -75.2075]"
"[41.98024, -87.69244]"
"[33.84807, -84.35957]"
"[38.0485992, -84.4976578]"
"[33.77258, -84.3844699]"
"[40.525, -74.46666667]"
"[40.71802, -73.99914]"
"[37.7849693, -122.4318466]"
"[35.48120242, -97.49751371]"
"[43.68059921, -79.61174011]"
"[41.72, -87.75]"
"[37.77639, -122.40868]"
"[45.56212489, -122.62073927]"
"[34.1938051, -118.4143039]"
"[33.74954, -117.80987]"
"[28.0677, -80.5617]"
"[40.4419, -86.9124]"
"[39.5200011, -119.811662]"
"[34.13507541, -118.25199498]"
"[33.729858, -84.761345]"
"[33.7458337, -84.4038224]"
"[33.7489, -84.3881]"
"[35.426667, -116.89]"
"[42.10227, -84.4013]"
"[40.745278, -74.002222]"
"[45.6337, -122.603]"
"[39.26364, -76.56411]"
"[43.632778, -79.418611]"
"[33.34601684, -118.32481384]"
"[25.6667, -100.3]"
"[40.7142, -74.0064]"
"[41.58159506, -81.44100569]"
"[32.66274, -97.25025]"
"[40.7142, -74.0064]"
"[32.8140177, -96.9488945]"
"[37.04985, -122.01885]"
"[37.775, -122.418]"
"[33.97247, -84.35914]"
"[36.3354, -82.3728]"
"[40.72458, -73.99445]"
"[34.06893124, -118.40253855]"
"[29.69173401, -95.74986331]"
"[40.14287, -82.97778]"
"[40.44021783, -80.00430169]"
"[43.7166, -79.3407]"
"[40.6433507, -73.7889689]"
"[38.4586, -90.3193]"
"[38.44210567, -90.38793705]"
"[33.8095016, -117.8831329]"
"[26.26388735, -81.70850531]"
"[39.7392, -104.984]"
"[33.6167, -117.898]"
"[44.6, -79.4167]"
"[34.07027453, -117.56453433]"
"[31.0949174, -97.3825401]"
"[25.02986987, -77.39078985]"
"[25.79262, -80.12867]"
"[42.35129444, -71.08035556]"
"[40.73831849, -73.81695447]"
"[29.7357952, -95.6132752]"
"[40.805, -81.3758]"
"[36.8345, -76.0872]"
"[41.9160701, -87.6774451]"
"[38.99743, -77.02759]"
"[33.69, -117.83]"
"[34.2107, -81.5343]"
"[31.6295187, -91.8260006]"
"[43.65333333, -79.38388889]"
"[37.4137536, -79.1422464]"
"[30.25809328, -90.97789397]"
"[25.66521663, -100.33037977]"
"[37.3813444, -122.1802812]"
"[37.481805, -122.167356]"
"[34.1531025, -118.34185905]"
"[36.61896417, -121.93713149]"
"[33.72192, -118.31036]"
"[28.3673, -81.5559]"
"[26.3687, -80.1001]"
"[33.0504, -96.7459]"
"[34.40511, -119.51512]"
"[38.5, -92.5]"
"[37.7879295, -122.4075012]"
"[35.46374486, -97.51498518]"
"[32.299936, -90.183336]"
"[45.5110797, -73.6211496]"
"[38.93, -83.87]"
"[37.784827, -122.727802]"
"[40.6515756, -111.9939815]"
"[41.97775032, -71.61487375]"
"[37.48125844, -122.15389027]"
"[26.0414951, -98.35813436]"
"[41.50694, -81.6763]"
"[36.5884062, -79.3891538]"
"[46.0, -94.0]"
"[43.9187299, -78.93614]"
"[25.813, -80.1341]"
"[44.0, -120.5]"
"[28.47374645, -81.46724939]"
"[40.7524183, -73.977933]"
"[32.79921, -117.24481]"
"[37.781157, -122.39872]"
"[43.640454, -79.436731]"
"[36.14422074, -115.16261919]"
"[42.382, -71.1062]"
"[34.0528, -117.628]"
"[41.8770889, -87.9775787]"
"[37.77882, -122.39406]"
"[33.6967, -117.885]"
"[32.821401, -96.893595]"
"[33.8624589, -117.81970836]"
"[41.8369, -87.6844]"
"[34.0981549, -118.3536219]"
"[42.24068, -71.43792]"
